46	それを 一[ひと]つください。	Please give me one of those.	1	一	One	100000000
18287	その 話[はなし]はいささかオーバーです。	The story is somewhat exaggerated.	368	話	Tale	36800000000
19386	ひそひそ 話[ばなし]はやめなさい。	Stop whispering.	368	話	Tale	36800000000
19566	そんな 大切[たいせつ]なことを 話[はな]してくれなかったなんて 水臭[みずくさ]い。	It was stand-offish of you not to talk to me about such an important affair.	368	話	Tale	36800000000
17380	ITは 略語[りゃくご]です。	IT is an abbreviation.	371	語	Word	37100000000
17601	この 2つの 言葉[ことば]の 語源[ごげん]は 同[おな]じです。	The etymology of these two words is the same.	371	語	Word	37100000000
19194	ドイツ 語[ご]はちんぷんかんぷんです。	German is like double-Dutch to me.	371	語	Word	37100000000
48	こう 小[ちい]さい 字[じ]は 読[よ]めない。	I can't read such small letters.	372	読	Read	37200000000
1314	テキストを 読[よ]んでください。	Please read the textbook.	372	読	Read	37200000000
874	相談[そうだん]したいことがあります。	I'd like to get your advice on something.	374	談	Discuss	37400000000
19190	河原[かわはら]に 葦[あし]が 茂[しげ]っている。	Reeds grow thickly in the river bed.	384	茂	Overgrown	38400000000
5117	誠[まこと]にありがとうございます。	Thank you very much.	388	誠	Sincerity	38800000000
16946	大切[たいせつ]なデータが 消滅[しょうめつ]してしまった。	Important data has disappeared.	390	滅	Destroy	39000000000
1013	この 川[かわ]は 浅[あさ]いです。	This river is shallow.	395	浅	Shallow	39500000000
373	話[はな]すのを 止[や]めてください。	Stop talking, please.	396	止	Stop	39600000000
838	明日[あした]からタバコを 止[や]めるつもりです。	I'll stop smoking as of tomorrow.	396	止	Stop	39600000000
1502	冗談[じょうだん]は 止[や]めてください。	Please stop joking.	396	止	Stop	39600000000
1550	車[くるま]を 止[と]めて。	Stop the car.	396	止	Stop	39600000000
2132	ふざけるのは 止[や]めて。	Stop messing around.	396	止	Stop	39600000000
19155	そのことについては 口止[くちど]めされています。	My lips are sealed on that matter.	396	止	Stop	39600000000
19170	しゃっくりが 止[と]まらない。	The hiccups won't stop.	396	止	Stop	39600000000
1352	歩道[ほどう]を 歩[ある]きましょう。	Let's walk on the pavement.	397	歩	Walk	39700000000
4425	たくさん 歩[ある]いてくたびれました。	I'm worn out from walking so much.	397	歩	Walk	39700000000
18610	モデルたちはショーでさっそうと 歩[ある]いた。	The models strutted at the show.	397	歩	Walk	39700000000
3699	１００メートル 走[そう]のタイムを 計[はか]ったんだ。	I timed a 100m race.	410	走	Run	41000000000
2810	ここが 話題[わだい]のレストランです。	This is the restaurant everyone is talking about.	415	題	Topic	41500000000
19231	話[はなし]が 本題[ほんだい]からそれてしまった。	The conversation has wandered off topic.	415	題	Topic	41500000000
16580	そのテロリストたちは 武装[ぶそう]している。	The terrorists are armed.	425	装	Attire	42500000000
820	カメラが 壊[こわ]れた。	My camera broke.	427	壊	Demolition	42700000000
114	猿[さる]も 木[き]から 落[お]ちる。	Even monkeys fall from trees.	430	猿	Monkey	43000000000
2297	猿[さる]が 高[たか]い 木[き]にジャンプした。	A monkey jumped onto a tall tree.	430	猿	Monkey	43000000000
2647	猿[さる]が 木[き]にぶら 下[さ]がってるな。	A monkey is hanging in the tree.	430	猿	Monkey	43000000000
3657	ステージの 幕[まく]が 上[あ]がったんだ。	The stage curtain rose.	437	幕	Curtain	43700000000
596	姉[ねえ]さん、ごめんね。	I'm sorry sis.	442	姉	Elder Sister	44200000000
3767	姉[あね]はスタンドの 下[した]で 本[ほん]を 読[よ]んでいたんだ。	My elder sister was reading a book by a desk lamp.	442	姉	Elder Sister	44200000000
5215	この 辺[へん] 一帯[いったい]はりんご 畑[ばたけ]です。	The whole area here is an apple orchard.	444	帯	Sash	44400000000
993	トラックを 運転[うんてん]できますか。	Can you drive a truck?	449	転	Revolve	44900000000
2325	自転車[じてんしゃ]のタイヤがパンクしました。	My bike got a flat tire.	449	転	Revolve	44900000000
3952	猫[ねこ]は 砂[すな]の 上[うえ]で 転[ころ]がったんだ。	The cat rolled over on the sand.	449	転	Revolve	44900000000
5415	運転[うんてん] 中[ちゅう]はよそ 見[み]をしてはいけません。	Keep your eyes on the road when you're driving.	449	転	Revolve	44900000000
772	雨[あめ]が 止[や]みました。	The rain stopped.	451	雨	Rain	45100000000
1836	雨[あめ]で 濡[ぬ]れてしまった。	I got wet in the rain.	451	雨	Rain	45100000000
2958	マラソンは 雨[あめ]の 中[なか]でスタートしたの。	The marathon started in the rain.	451	雨	Rain	45100000000
4806	明日[あした]はどうやら 雨[あめ]らしいよ。	It looks like it's going to rain tomorrow.	451	雨	Rain	45100000000
18954	雨上[あめあ]がりのグラウンドはどろどろだ。	After the rain the playing field is muddy.	451	雨	Rain	45100000000
19104	雨[あめ]に 濡[ぬ]れてあて 名[な]がにじんでしまった。	The addressee got smudged in the rain.	451	雨	Rain	45100000000
2215	冬[ふゆ]はまめにうがいをします。	I gargle a lot in winter.	456	冬	Winter	45600000000
3223	日本[にっぽん]には 天皇[てんのう]がいます。	Japan has an emperor.	457	天	Heavens	45700000000
5346	試合[しあい]は 雨天[うてん] 中止[ちゅうし]です。	The game will be cancelled in case of rain.	457	天	Heavens	45700000000
4514	バースデーケーキにろうそくを 立[た]てました。	We put candles on the birthday cake.	462	立	Stand Up	46200000000
17044	立ち読[たちよ]みはしないでください。	Don't stand reading the books.	462	立	Stand Up	46200000000
239	どうして 泣[な]いているの。	Why are you crying?	463	泣	Cry	46300000000
1124	妹[いもうと]はすぐに 泣[な]く。	My little sister cries easily.	463	泣	Cry	46300000000
1371	この 商品[しょうひん]はよく 売[う]れている。	This product is selling well.	471	商	Make A Deal	47100000000
3007	あそこに 敵[てき]がひそんでいる。	The enemy is lurking there.	475	敵	Enemy	47500000000
1135	いい 匂[にお]いがする。	It smells good.	478	匂	Aroma	47800000000
893	ロシアは 日本[にっぽん]の 北[きた]にあります。	Russia is north of Japan.	480	北	North	48000000000
1605	背中[せなか]がかゆいです。	My back itches.	481	背	Stature	48100000000
1904	背中[せなか]がかゆい。	My back itches.	481	背	Stature	48100000000
2220	背中[せなか]をお 母[かあ]さんにかいてもらったの。	I had my mother scratch my back.	481	背	Stature	48100000000
1290	皆[みな]さんにお 話[はなし]があります。	I have something to say to you all.	484	皆	All	48400000000
3845	ビタミンを 毎日[まいにち]とりましょう。	We should take vitamins every day.	497	毎	Every	49700000000
1456	梅雨[つゆ]は６ 月[がつ] 頃[ごろ]です。	The rainy season comes around June.	499	梅	Plum	49900000000
2529	梅雨[つゆ]どきはじめじめする。	It is damp in the rainy season.	499	梅	Plum	49900000000
18664	梅雨[つゆ] 時[どき]はうっとうしい。	It is gloomy in the rainy season.	499	梅	Plum	49900000000
1932	日中[にっちゅう]はずっと 海[うみ]で 泳[およ]いでいました。	I swam in the sea all day long.	500	海	Sea	50000000000
17535	海[うみ]で 大[おお]きな 鯨[くじら]を 見[み]ました。	I saw a big whale in the sea.	500	海	Sea	50000000000
18460	海上[かいじょう]はうねりが 高[たか]い。	The sea swell is high.	500	海	Sea	50000000000
5724	外[そと]は 木枯[こが]らしが 吹[ふ]いているよ。	A cold wintry wind is blowing outside.	506	吹	Blow	50600000000
19387	吹き溜[ふきだ]まりに 落ち葉[おちば]がたまっている。	The fallen leaves have drifted into a pile.	506	吹	Blow	50600000000
16149	このトマトはハウス 栽培[さいばい]だ。	These tomatoes are grown under glass.	516	培	Cultivate	51600000000
870	少[すこ]し 音量[おんりょう]を 下[さ]げてください。	Please turn the volume down a little.	518	音	Sound	51800000000
1110	大[おお]きな 音[おと]にびっくりしました。	I was startled by a sudden noise.	518	音	Sound	51800000000
3736	このスピーカーは 音[おと]がいいですね。	This speaker has good sound.	518	音	Sound	51800000000
4015	この 鐘[かね]の 音[ね]はとてもきれいですね。	The sound of this bell is very beautiful.	518	音	Sound	51800000000
4337	スピーカーの 音[おと]がやかましいな。	The sound from the speaker is too loud.	518	音	Sound	51800000000
19163	炎[ほのお]がぱちぱちと 音[おと]をたてた。	The flames crackled.	518	音	Sound	51800000000
1473	外[そと]は 真[ま]っ 暗[くら]です。	It's pitch-dark outside.	519	暗	Darkness	51900000000
2158	外[そと]はもう 薄暗[うすぐら]くなりましたよ。	It is already getting dark outside.	519	暗	Darkness	51900000000
484	夕方[ゆうがた]は 涼[すず]しくなりますよ。	It gets cooler in the evening.	529	方	Direction	52900000000
590	次[つぎ]の 方[かた]、どうぞ。	Next please.	529	方	Direction	52900000000
1094	そんな 言[い]い 方[かた]をしてはいけません。	Don't you ever talk like that.	529	方	Direction	52900000000
2573	あなたのやり 方[かた]はずるい。	Your method is cunning.	529	方	Direction	52900000000
15898	この 川[かわ]の 下[しも]の 方[ほう]には 鯉[こい]がいます。	There are some carp downstream in this river.	529	方	Direction	52900000000
3855	この 本[ほん]の 題名[だいめい]は「 坊[ぼっ]ちゃん」です。	The title of this book is "Botchan".	531	坊	Boy	53100000000
16977	それは 脱衣[だつい]カゴです。	That is a basket for your clothes.	537	脱	Undress	53700000000
3368	大雨[おおあめ]で 川[かわ]の 水[みず]かさが 増[ま]しているな。	The downpour has caused the water level of the river to increase.	541	増	Increase	54100000000
973	日[ひ]は 東[ひがし]から 上[のぼ]ります。	The sun rises in the east.	543	東	East	54300000000
1239	東京[とうきょう]は 水道[すいどう]の 水[みず]がまずい。	Tap water in Tokyo doesn't taste good.	543	東	East	54300000000
17967	シャツに 染[し]みができてしまった。	There is a stain on the shirt.	548	染	Dye	54800000000
5890	パパは３６ 歳[さい]です。	My dad is 36 years old.	551	歳	Year-End	55100000000
1689	この 地域[ちいき]は 雨[あめ]が 多[おお]い。	There's a lot of rain in this region.	554	地	Ground	55400000000
1873	スタジオは 地下[ちか]にあります。	The studio is in the basement.	554	地	Ground	55400000000
5159	寺[てら]のとなりに 墓地[ぼち]があります。	There's a graveyard next to the temple.	554	地	Ground	55400000000
5188	はるか 向[む]こうに 目的[もくてき] 地[ち]が 見[み]えてきた。	Our destination has come into view far in the distance.	554	地	Ground	55400000000
16885	地主[じぬし]がこの 土地[とち]を 売[う]るそうだ。	I hear that the landowner will sell this land.	554	地	Ground	55400000000
1082	池[いけ]に 鯉[こい]がいます。	There are carp in the pond.	555	池	Pond	55500000000
5785	池[いけ]がかちかちに 凍[こお]っています。	The pond is frozen solid.	555	池	Pond	55500000000
16931	その 池[いけ]には 大[おお]きな 鯉[こい]がいます。	There is a big carp in the pond.	555	池	Pond	55500000000
18931	池[いけ]で 蛙[かえる]がすいすい 泳[およ]いでいた。	The frog was swimming smoothly in the pond.	555	池	Pond	55500000000
19574	池[いけ]の 水[みず]がよどんでいます。	The pond water is stagnant.	555	池	Pond	55500000000
19332	あなたは 独[ひと]りぼっちではありません。	You are not alone.	561	独	Single	56100000000
580	風呂[ふろ]がぬるかった。	The bath was lukewarm.	563	風	Wind	56300000000
2610	風[かぜ]がぴたりと 止[や]んだね。	The wind suddenly died down.	563	風	Wind	56300000000
4239	お 風呂[ふろ]に 水[みず]をためておいてください。	Please fill the bathtub with water.	563	風	Wind	56300000000
18363	木の葉[このは]がそよ 風[かぜ]にゆれている。	The leaves flutter in the breeze.	563	風	Wind	56300000000
104	明日[あす]、６ 時[じ]に 起[お]こしてください。	Please wake me up tomorrow at six o'clock.	565	起	Rouse	56500000000
4457	包丁[ほうちょう]がさびてしまった。	The kitchen knife has rusted.	569	包	Wrap	56900000000
15980	プレゼントをきれいに 包装[ほうそう]してもらいました。	I had the present beautifully wrapped.	569	包	Wrap	56900000000
18011	包丁[ほうちょう]に 錆[さび]がついた。	The kitchen knife is rusty.	569	包	Wrap	56900000000
16066	コップからビールの 泡[あわ]がこぼれた。	The head of the beer spilled out of the glass.	572	泡	Bubble	57200000000
5519	この 池[いけ]には 亀[かめ]がいますね。	There is a turtle in this pond.	573	亀	Tortoise	57300000000
199	母[はは]と 電話[でんわ]で 話[はな]しました。	I spoke to my mother on the phone.	574	電	Electricity	57400000000
448	あとで 電話[でんわ]します。	I will call you later.	574	電	Electricity	57400000000
1120	車[くるま]が 電柱[でんちゅう]にぶつかった。	The car crashed into the telephone pole.	574	電	Electricity	57400000000
1678	これは 上[のぼ]り 電車[でんしゃ]です。	This is the train heading toward Tokyo.	574	電	Electricity	57400000000
2534	電車[でんしゃ]がぎゅうぎゅうに 混[こ]んでいますね。	The train is jam-packed.	574	電	Electricity	57400000000
3596	電柱[でんちゅう]にポスターが 貼[は]ってあった。	There was a poster on the telegraph pole.	574	電	Electricity	57400000000
4999	電話[でんわ]がつながりません。	Phone calls aren't getting through.	574	電	Electricity	57400000000
5459	この 電車[でんしゃ]は 地上[ちじょう]を 走[はし]ります。	This train runs above ground.	574	電	Electricity	57400000000
18390	電柱[でんちゅう]にポスターが 貼[は]ってあります。	The poster is pasted on the utility pole.	574	電	Electricity	57400000000
16806	ナイアガラの 滝[たき]はカナダにある。	The Niagara Falls are in Canada.	576	滝	Waterfall	57600000000
372	あの 家[いえ]には 時計[とけい]が 八[やっ]つあります。	There are eight clocks in that house.	580	家	House	58000000000
740	週末[しゅうまつ]は 家[うち]でゆっくりします。	I relax at home on weekends.	580	家	House	58000000000
3388	この 家[いえ]の 柱[はしら]は 太[ふと]い。	The pillars in this house are thick.	580	家	House	58000000000
